1	0.14669935156901678
2	0.1513752800722917
3	0.08347219518489307
4	0.09850973511735599
5	0.05782611295580864
6	0.0461074523627758
7	0.03867592093431287
8	0.023536598930756252
9	0.016803920372492738
10	0.022297595731086202
11	0.01634386166309317
12	0.018085526250716712
13	0.020015927342077095
14	0.01285523222759366
15	0.014947686292645004
16	0.011327114939275715
17	0.011380602243459888
18	0.011326703139477305
19	0.012069248128682375
20	0.01234113983809948
21	0.01101228677564197
22	0.010113126132637262
23	0.0097053704990281
24	0.009809868461969826
25	0.01482428770719303
26	0.013083429800139533
27	0.013233205381159982
28	0.009681031728784243
29	0.01131284032534394
30	0.016380414832383394
31	0.007920944028430514
32	0.01135926005534
33	0.008975546134428846
34	0.011601333713365925
35	0.011551870731636882
36	0.01292484263992972
37	0.007683404511933784
38	0.00780621587505771
39	0.008726148969597287
40	0.009302752816842662
41	0.01080318310091065
42	0.011309681512001488
43	0.015299308786375655
44	0.009525809502924353
45	0.01103759670837058
46	0.014471322298049927
47	0.009586124784416623
48	0.010685852780524228
49	0.01165763195604086
50	0.010947023052722216
